c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
	20230224		NM  	2023	2	24	2023F00068       	1	20230223	G	5210	834502	SENSOR          			BOEING	767   	767266      	1385137	NM  										ZONE 400	MISMATCHED      	A				K				NONE                    				O			OTHER                     			TX	TAXI/GRND HDL  	1			SW	99	605K 	63292				23180				FORWARD CABIN L1 DOOR MOTOR WILL NOT OPEN/CLOSE THE DOOR ELECTRICALLY.   ADJUSTED DOOR LATCH SENSOR STRIKER TO CORRECT P	ROXIMITY I/A/W AMM 52-11-00. OPS CHECKED GOOD.								2 	4F			RT	A1NM    					 
	20230227		NE  	2023	2	27	2023F00069       	2	20230227	G	7200	305400201	INTEGRATED      								PWC   	JT15  	JT15D5D     	52192	NE  						UNSERVICEABLE   	H				O				OTHER                   				O			OTHER                     			NR	NOT REPORTED   	1			SW	99		3584 					JC0581			JET SUPPORT SERVICES INC. ENGINE SERIAL NUMBER JC0581 WAS SHIPPED TO STANDARDAERO FOR INVESTIGATIONAND REPAIR AFTER TH	E OPERATOR REPORTED A BAD SHIMMY DURING PRE-FLIGHT AND GRINDING/POWER LOSS DURINGSUBSEQUENT INSPECTION.THE ENGINE 	WAS SUPPOSED TO HAVE GONE THROUGH ANOVERHAUL AT 3500 FLIGHT HOURS, BUT THE OVERHAUL WAS DELAYED TO 3750 FLIGHT HOURS T	HROUGH AN EXTENSIONSUPPORTED BY PWC AND TRANSPORT CANADA. THE ENGINE CURRENTLY HAS 3584.6 FLIGHT HOURS.								4	F			E45NE				 
	20230302		SW  	2023	3	2	2023F00070       	1	20230301	G	7100	WBA7111G048013	PIN             			RKWELL	700   	700         	7630520	SW  										ZONE 400	BROKEN          	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	07	819QS	1820 				7000056				RH ENGINE FWD COWL LATCH ROLL PIN BROKEN REF RFTS-107768 REV 0									2 	3O				A12SW   					 
	20230303		CE  	2023	3	3	2023F00072       	1	20230302	G	2730		NONE            			CESSNA	750   	750         	2076810	CE  											NONE            	E				A	O			UNSCHED LANDING         	OTHER                   			J	S		WARNING INDICATION        	AFFECT SYSTEMS            		CL	CLIMB          	1			WP	25	793XJ					7500093				ON INITIAL CLIMB, THE FLIGHT CREW RECEIVED A PITCH FEEL FAIL AMBER CAS ANNUNCIATION. THE FLIGHT CREW REFERENCED THE APPR	 OPRIATE CHECKLIST WHICH DIRECTED THEM TO DISCONNECT AUTOPILOT AND LAND AS SOON AS POSSIBLE. AN EMERGENCY WAS DECLARED AN	D VECTORS REQUESTED TO KFLL. AIRCRAFT LANDED WITHOUT INCIDENT. MAINTENANCE WAS SECURED TO INSPECT AND REPAIR THE AIRCRAF	T. BOTH THE LH & RH ELEVATOR PITCH FEEL ACTUATORS (PN: 9914558-10) WERE REPLACED. OPERATIONAL CHECK WAS NORMAL AND THE A	IRCRAFT WAS RETURNED TO SERVICE.					2 	4J			RT	T00007WI					 
	20230303		CE  	2023	3	3	2023F00073       	1	20230303	G	5400		FIREWALL        			RAYTHN	390   	390         	7150030	CE  										ZONE 400	CRACKED         	E				K				NONE                    				P	L	O	NO WARNING INDICATION     	NO TEST                   	OTHER                     	IN	INSP/MAINT     	1			SO	11	972PF					RB038				WHILE CHANGING #1 ENGINE MOUNTS A CRACK WAS FOUND IN THE PYLON FIREWALL.									2 	3F			RT	A00010WI					 
	20230306		NE  	2023	3	6	2023F00074       	1	20230303	G	3230	7655200904041	CABLE           			SKRSKY	S76   	S76C        	8143008	NE  										LANDING GEAR	INOPERATIVE     	E				D				RETURN TO BLOCK         				P			NO WARNING INDICATION     			LD	LANDING        	1			SW	03	794P 					760737				DURING INITIAL LANDING CHECK, THE GEAR LEVER WAS MOVE TO THE LOWERED POSITION. THE NOSE GEAR LIGHT WOULD NOT ILLUMINATE 	AND WAS INDICATING UNLOCKED. CREW VERIFIED THE LIGHT BULB WAS NOT THE FAULT. RTB HOUMA.								2 	3U			NC	H1NE    					 
	20230306		NM  	2023	3	6	2023F00075       	1	20230306	G	5200		DOOR            			BOEING	767   	767*        		NM  										ZONE 800	NONE            	A				K				NONE                    				J			WARNING INDICATION        			CL	CLIMB          	1			SW	99	605KW	63313				23180				AFTER T/O, L FWD ENTRY DOOR EICAS DISPLAYED - DOOR WARNING ALSO ILLUM INTERMITTENTLY. ?PRESSURIZATION NORMAL.   ACCOMPLI	SHED FIM 52-71 FT 804 & FIM 32-09 FT 803, NO FAULTS NOTED. ?CLOSED & LATCHED THE L FWD ENTRY DOOR PER AMM 52-11-001/201.	 ?ANNUNCIATOR LIGHT & EICAS MESSAGE ARE DISPLAYING CORRECTLY.							2 	4F			RT	A1NM    					 
	20230310		NM  	2023	3	10	2023F00076       	1	20230116	G	5100		NONE            			BOEING	737   	7378        	13844FZ	NM  	CFMINT	CFM56 	CFM567B273  	NIR	NE  						NONE            	G				K		K		NONE                    		NONE                    		K			FLUID LOSS                			IN	INSP/MAINT     	1			SW	99	368AR					36880	805999			FUEL DRIP ENGINE 2 DURING STAR, WAS ACCOMPLISHED TEST IDLE POWER LEACK CHECK IAW AMM. 71-00-00-700-801-F00,   ENGINE VEN	TS AND DRAINS								2 	4F	4	F	RT	A16WE   	E00055EN				 
	20230313			2023	3	13	2023F00077       	4	20230117	G	2200	158300101	UNKNOWN         			BOEING	737   	7378        	13844FZ	NM  											UNKNOWN         	G				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	868AM					65188				AUTOPIOT SYSTEM A FUSE DOES NOT ENGAGE WHEN CMD SWIRCH IS PUSHED, AUTO PILOT ACTUADOR ELEV A WASRE??ACED IAW AMM 22-11-2	6-000-801, AUTO PILOT ACTUATOR,								2 	4F			RT	A16WE   					 
	20230313		NM  	2023	3	13	2023F00078       	1	20230101	G	5100		NONE            			AIRBUS	A320  	A320271N    	3940320	NM  	IAE   	PW1   	PW1127GJM   	34550	NE  					ZONE 600	DEFECTIVE       	G				K				NONE                    				J			WARNING INDICATION        			CR	CRUISE         	1			SW	99	533VL					07862	P772037			ECAM WARNING ENG 1 BOWED ROTOR DISPLAYED DURING FLIGHT PH 02,  APU INOPERATIVO									2 	4F	4	F	RT	A28NM   	E00087EN				 
	20230315		NM  	2023	3	15	2023F00080       	1	20230124	G	5100		UNKNOWN         			EMB   	ERJ190	ERJ190100LR 	3260409	NM  											UNKNOWN         	G				D				RETURN TO BLOCK         				F			FLT CONT AFFECTED         			TX	TAXI/GRND HDL  	1			SW	99	XAACS				774554	19000554				MESSAGE "AFCS FAULST" EVERY TIME CAPTAIN MAKES  FLIGHT CONTROLS CHECK,									2 	4F			RT	A57NM   					 
	20230315		NM  	2023	3	15	2023F00081       	1	20230124	G	2700		UNKNOWN         			EMB   	ERJ190	ERJ190100LR 	3260409	NM  											UNKNOWN         	G				D				RETURN TO BLOCK         				F			FLT CONT AFFECTED         			TX	TAXI/GRND HDL  	1			SW	99	XAACS				774554	19000554				MESSAGE "AFCS FAULT" EVERY TIME CAPTAIN MAKES FLIGHT CONTROLS CHECK									2 	4F			RT	A57NM   					 
	20230316		GL  	2023	3	16	2023F00082       	1	20230315	G	3200	201655196	HOSE            	NORTHRPINTNL	NA          	AVIAT 	A1    	A1B         	2210406	GL  	CFMINT	CFM56 	CFM565B4P   		NE  					ZONE 700	ABNORMAL        	W				O				OTHER                   				J			WARNING INDICATION        			TO	TAKEOFF        	1			SW	99	724  	19936	686  		NA	6153	575545			AFTER TAKE-OFF DURING RETRACTION OF THE LANDING GEAR DOORS REMAINED EXTENDED DUE TO LOOSE OF GREENHYD LIQUID.-LANDIN	G GEAR EMERGENCY EXTENSION PROCEDURE WAS ACCOMPLISHED. DEP. AIRPORT: PEI, ARR. AIRPORT: BOG FLIGHT NUMBER AV5200 *******	*************** IN ACCORDANCE WITH AMM 32-11-22-400-011A/32-31-00-720-07-A THE LOCKSTRAY HOSES ACTUACTOR WAS REPLACED TE	ST OF THE M.LG LOCKSTAY ACTUACTING WAS PERFORMED AND SATISFACTORY (PERFORMED OSCAR DARIO NINO RAMIREZ (91368ON))						1 	3O	4	F	NC	A22NM   	E38NE				 
	20230317			2023	3	17	2023F00083       	4	20230316	G	3445		UNKNOWN         			BOEING	737   	7378Q8      	13844BX	NM  											UNKNOWN         	H				O				OTHER                   				S			AFFECT SYSTEMS            			TX	TAXI/GRND HDL  	1			SW	99						28242				TCAS FAIL ON GROUND. FLIGHT CANCELLED. CORRECTIVE ACTION: FAULT ISOLATION PERFORMED TH THE TCAS TOP ANTENNA IAW FIM 34-4	5 TASK 803 AND HAS BEEN FOUND CORROSION IN CONNECTOR. PERFORMED CLEANING OF CONNECTOR IAW 34-45 TASK 805 ITEM F (3)(B) O	PERATIONAL TEST SATISFACTORY							2 	4F			RT	A16WE   					 
	20230320		CE  	2023	3	20	2023F00084       	1	20230317	G	5330	691263067	SKIN            			CESSNA	680   	680A        	2076813	CE  										ZONE 200	UNKNOWN         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	630QS	4023 				680A0179				STINGER SKIN OVERSIZED HOLES. ACCOMPLISHED TEXTRON AVIATION REPAIR LETTER DQ38629M1 DATED MARCH 14, 2023 "680A-0179 STIN	GER SKIN OVERSIZED HOLE"								2 	4F			RC	T00012WI					 
	20230323		NM  	2023	3	23	2023F00086       	1	20230322	G	5415	653N000214	DRAG FITTING    			BOEING	757   	757223      	1384957	NM  										ZONE 600	CRACKED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	691  	90951	1    			25697				L/WING INBOARD AND OUTBOARD DRAG STRUT FITTING HAS EVIDENCE OF CRACK AT SEVERAL LOCATIONS ON THE 1 THRU 18 TOP HOLES WHI	LE WORKING AD 2022-08-12 AND SB 757-57A0073 R02.								2 	4F			RT	A2NM    					 
	20230323		NM  	2023	3	23	2023F00087       	1	20230322	G	5415	653N000214	DRAG FITTING    			BOEING	757   	757223      	1384957	NM  										ZONE 600	CRACKED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	691  	90951	1    			25697				R/WING INBOARD AND OUTBOARD DRAG STRUT FITTING HAS EVIDENCE OF CRACK AT SEVERAL LOCATIONS ON THE 1 THRU 18 TOP HOLES WHI	LE WORKING AD 2022-08-12 AND SB 757-57A0073 R02.								2 	4F			RT	A2NM    					 
	20230324		CE  	2023	3	24	2023F00088       	1	20230309	G	1230	5801081	LINE            	CESSNA      	NA          	CESSNA	402   	402C        	207590R	CE  	CONT  	O520  	TSIO520VB   	17040	SO  	MCAULY	3AF32C	3AF32C505   	GL  	ZONE 700	BLEW OUT        	E				A				UNSCHED LANDING         				K			FLUID LOSS                			TO	TAKEOFF        	1			SW	99	55LP 	1    			NA	0401	100775426	940970952511		LINE ASSY GEAR RETRACTION HOSE P/N 58 0108-1 HAD ITS FLAIR SPLIT UPON INITIAL GEAR RETRACTION DEPOSITING ALL HYDRAULIC F	LUID OVERBOARD. NOSE GEAR RETRACTED BUT THE MAIN LANDING GEAR REMAINED IN THE DOWN POSITION. AFTER COMPANY WAS CALLED AN	D ADVISED OF THE SITUATION, THE EMERGENCY PROCEDURE WAS UTILIZED AND THE GEAR WAS SUCCESSFULLY BLOWN DOWN AND THE FLIGHT	 RETURNED TO BASE. INVESTIGATION REVEALED  THE RIGHT MAIN FLAIR OF THE LINE ASSY HAD SPLIT. RIGHT ENGINE SERIAL NUMBER (	NOT ENOUGH ROOM ABOVE 26693-R. AIR CARRIER (GRAYED OUT ABOVE) AFWA. CYCLES ARE NOT RECIRDED AND ARE REPRESENTED AS 1 SIN	CE A "0" IS NOT ALLOWED AND ARE NOT ALLOWED. RIGHT ENGINE TOTAL TIME1258 HOURS. RIGHT PROPELLER TOTAL TIME 1009 HOURS.				2 	3O	3	O		A7CE    	E8CE	5	C	P22EA	 
	20230328		NM  	2023	3	28	2023F00089       	1	20230320	G	7100		UNKNOWN         			BOEING	737   	7378Q8      	13844BX	NM  										UNKNOWN	UNKNOWN         	H				A				UNSCHED LANDING         				S			AFFECT SYSTEMS            			CR	CRUISE         	1			SW	99						30645				DURING CRUISE FLIGHT VIBRATION ENGINE 1 REACHED 4.5 UNITS. HIGH VIBRATION CHECKLIST WAS PERFORMED. CORRECTIVE ACTION: HA	S BEEN PERFORMED FIM 71-05 TASK 808 AND PERFORMED TEST 7, VIBRATION SURVEY IAW AMM TASK 71-00-00-700-814-F00 NO DISCREPA	NCIES FOUND.							2 	4F			RT	A16WE   					 
	20230328			2023	3	28	2023F00090       	4	20230309	G	3421	H341BWM	INDICATOR       			BOEING	737   	73773A      	1384606	NM  										ZONE 200	INOPERATIVE     	H				O				OTHER                   				S			AFFECT SYSTEMS            			TX	TAXI/GRND HDL  	1			SW	99						28498				STBY HORIZON INOP. CANCELLED FLIGHT. CORRECTIVE ACTION: REMOVED AND REPLACED STBY ATTITUDE INDICATOR IAW AMM 34-247-01 A	ND AMM 34-24-00. SYSTEM TEST WITHOUT DISCREPANCIES.								2 	4F			RT	A16WE   					 
	20230328			2023	3	28	2023F00091       	2	20230328	G	7250		UNKNOWN         	CFMINT      																UNKNOWN	UNKNOWN         	B				O				OTHER                   				O			OTHER                     			NR	NOT REPORTED   	1			SW	99					DD020283					AN ERROR HAS BEEN DETECTED ON A HEAT TREATMENT CYCLE DURING THE REPAIR OF A LPT SEAL STAGE 3 CFM56 (SN DD020283 / DA2103	52)PARTS IN THE PROCESS OF REPAIR HAVE BEEN SECURED.AFTER INVESTIGATION, CRMA HAS ONLY DELIVERED TWO PARTS WITH THE 	SAME ERROR TO OUR US CUSTOMER INAV.INFORMATION ABOUT A POTENTIEL SAFETY ISSUE HAS BEEN TRANSMITTED TO THE CUSTOMER.W	E ARE WAITING INSTRUCTIONS FROM THE OEM CFMI.																 
	20230330		NM  	2023	3	30	2023F00093       	1	20230318	G	2700		FLAP            			BOEING	737   	7378        	13844FZ	NM  											FAILED          	G				K				NONE                    				J			WARNING INDICATION        			IN	INSP/MAINT     	1			SW	99	368AR				285A12002	36880				FLAPS TRANSIT LIGHT AMBER WITH TRAILING EDGE FLAPS EXTENDED AND THEY AGREE WITH FLAP HANDLE POSITION  27808001/08									2 	4F			RT	A16WE   					 
	20230331			2023	3	31	2023F00094       	2	20230321	G	7300		EEC             	WOODWARD    		BOEING	787   	7879        	1385609	NM  											FAILED          	G				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	XAADH				WYGG9749	44427				"ENG THRUST L" MESSAGE IN STATUS & FAULT CODE FRM 730 103 51									2 	4F			RT	T00021SE					 
	20230331		NM  	2023	3	31	2023F00095       	1	20230123	G	2822		UNKNOWN         			BOEING	787   	7878        	05628NI	NM  										UNKNOWN	UNKNOWN         	G				K				NONE                    				J			WARNING INDICATION        			IN	INSP/MAINT     	1			SW	99	967AM					35312				DURING STARTING THE MESSAGE "ENG FUEL SPAR VALVEL" APPEARS, THE ENGINE STARTS NORMAL									2 	4F			RT	T00021SE					 
	20230110			2023	1	10	2023FA0000000    	2	20230102	G	7414	A13061	CONTACTOR       	KELLY       		CESSNA	206   	TU206G      	2073357	CE  										MAGNETO	FAILED          	D				A	O			UNSCHED LANDING         	OTHER                   			R	E		PARTIAL RPM/PWR LOSS      	VIBRATION/BUFFET          		CR	CRUISE         	1			SW	99		29   			JK10138					0.0 TSMO OVH MAG INSTALLED ON 0.0 TSMO IO550F AT ENG CHANGE. TEST FLIGHTS AND GROUND RUNS ALL OK. 28.7 HOURS LATER MAG W	AS REMOVED FOR MAJOR ROUGHNESS, INABILITY TO IDLE, AND MULTIPLE CYLINDERS WITH ERRANT TEMPERATURES.  POINT CONTACTOR PAD	 IN STAMPED ARM WAS LOOSE IN ASSY.  ALLOWING POINT PAD TO FOLLOW FLEXIBLE ARM ( OR VIBRATE )  WHEN ARM DISPLACED BY CAM 	UP TO .020".  DEFECT CAUSED UNSCHEDULED RETURN TO BASE.  SERIOUS MANUFACTURING DEFECT AND QUALITY CONTROL ISSUE.  KELLY 	AERO FAA/PMA PART. A13061  FAB DATE OCT 11 2021					1 	3O				A4CE    					 
	20230113		CE  	2023	1	13	2023FA0000001    	1	20230104	G	2130		CABIN PRESSURE  			LEAR  	35    	35A         	5170602	CE  											FAULTED         	D				B				EMER. DESCENT           				J			WARNING INDICATION        			NR	NOT REPORTED   	1			SW	99	352HS					35596				CABIN ALTITUDE DECREASED AND EMERGENCY VALVES DEPLOYED AT FL350									2 	4F				A10CE   					 
	20230117		NM  	2023	1	17	2023FA0000002    	1	20230105	G	5100		NONE            			BOEING	767   	767333      	1385301	NM  										NONE	NONE            	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND EXISTING BLEND OUTS AND CORROSION ON FUSELAGE SKIN BETWEEN STA 196 AND STA 2220 BELO	W WINDOW L3, CLOSE TO PITOT STATIC.								2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000003    	1	20230105	G	7810		EXHAUST DUCT    			BOEING	767   	767333      	1385301	NM  	PWA   	4060  	PW4060      	52119	NE  					NR 2 ENGINE	DENTED          	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND ON ENGINE #2 (PW4060-3) EXHAUST MULTIPLE DENTS, SCATCHES, WELDING REPAIRS AND 2EA DO	UBLER REPAIRS BETWEEN NAC STA 228.15 AND NAC STA 283.38 IN ALL CIRCUMFERENCE.								2 	4F	4	F	RT	A1NM    	E24NE				 
	20230117		NM  	2023	1	17	2023FA0000004    	1	20230105	G	5310		FAILSAFE        			BOEING	767   	767333      	1385301	NM  										BS 883 FRAME	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND CORROSION ONFRAME INNER FAIL-SAFE CHORD, STA 883, BETWEEN STR 19R AND STR 20R.									2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000005    	1	20230105	G	5311		FRAME           			BOEING	767   	767333      	1385301	NM  										BS 1285 S20L	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND CORROSION ON FUSELAGE FRAME INNER CHORD, STA 1285, STR 20L.									2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000006    	1	20230105	G	5313		STRINGER        			BOEING	767   	767333      	1385301	NM  										BS 456-478 S19R	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND SEVER CORROSION ON FUSELAGE STRINGER FREE FLANGE BETWEEN STS 456 AND STA 478, STR 19	R.								2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000007    	1	20230105	G	5313		LONGERON        			BOEING	767   	767333      	1385301	NM  										AFT CARGO	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND CORROSION ON AFT CARGO LONGERON BETWEEN STA 1065 AND STA 1087, BETWEEN STR 23L AND S	TR 24L.								2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000008    	1	20230105	G	5311		FRAME           			BOEING	767   	767333      	1385301	NM  										BS 1417 S19-20R	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND CORROSION ON FRAME OUTER CHORD, STA 1417 BETWEEN STR 19R AND STR 20R.									2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000009    	1	20230105	G	5410		INLET           			BOEING	767   	767333      	1385301	NM  										NR 1	DENTED          	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND DENT ON ENGINE #1 INLET COWL INNER BARREL ACOUSTIC LOWER PANEL BETWEEN 11 AND 12 O'C	LOCK.								2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000010    	1	20230105	G	5330		SKIN            			BOEING	767   	767333      	1385301	NM  										BS 1351-1373	DAMAGED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND BLEND OUTS, NICKS AND GOUGES ON FUSELAGE SKIN BETWEEN STA 1351 AND STA 1373, BETWEEN	 STR 20R AND STR 22R.								2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000011    	1	20230105	G	5410		STRUT           			BOEING	767   	767333      	1385301	NM  										RT NACELLE	DENTED          	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND DENT ON RH STRUT LOWER PAN SKIN									2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000012    	1	20230105	G	5512		SKIN            			BOEING	767   	767333      	1385301	NM  										HORIZONTAL STAB	DENTED          	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND DENT WITH CREASE AT LH SIDE HORIZONTAL STABILIZER UPPER SURFACE SKIN PANEL BETWEEN A	UXILIARY SPAR AND FRONT SPAR, LE STA 137.								2 	4F			RT	A1NM    					 
	20230117		NM  	2023	1	17	2023FA0000013    	1	20230105	G	5310		PANEL           			BOEING	767   	767333      	1385301	NM  										FUSELAGE	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	269CM					25586				DURING MAINTENENCE INSPECTION FOUND CORROSION ON WING CENTER SECTION UPPER PANEL BETWEEN U-12C AND U-14C AND BETWEEEN RB	L 74.81 AND RBL 97.42.								2 	4F			RT	A1NM    					 
	20230117			2023	1	17	2023FA0000014    	4	20230105	G	3416	5035P2P42P143	ALTIMETER       			SNIAS 	350   	AS350B3     	8680954	EU  	TMECA 	ARRIEL	ARRIEL2B1   	60056	NE  						MISOVERHAULED   	D				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			SW	99	755AM					4500	23429			RECEIVED ENCODING ALTIMETER, AFTER OVERHAUL UNDER WO# 3267658.  DURING THE FUNCTIONAL CHECKS, THE ITEM FAILED TO SEND TH	E CORRECT ALTITUDE INFORMATION TO THE TRANSPONDER. ITEM TO BE RETURNED.								1 	3U	3	U		H9EU    	E00054EN				 
	20230118		SO  	2023	1	18	2023FA0000019    	1	20230109	G	5100		NONE            			GULSTM	GV    	GV          	3980116	SO  										NONE	NONE            	G				O				OTHER                   				O			OTHER                     			NR	NOT REPORTED   	1			SO	13	699GA					73099				GULFSTREAM GVII-G600 INCLUDES GULFSTREAM STC ST04324AT-D THAT INCLUDES AN ELECTRICALLY OPERATED 'FORWARD CABIN POCKET DO	OR'.  THE GULFSTREAM PASSENGER BRIEFING CARD DOES NOT ADDRESS THE LOCATION OR INSTRUCTIONS FOR PASSENGER OPENING/EXISTIN	G THROUGH THIS DOOR (FRANGIBLE) IN CASE OF AN EMERGENCY.  SUGGEST THE GULFSTREAM PASSENGER BRIEFING CARD IS REVISED TO D	EPICT NORMAL AND EMERGENCY OPERATION OF THIS 'FORWARD CABIN POCKET DOOR' AND STC ST04324AT-D SHOULD BE REVISED TO REQUIR	E A PASSENGER BRIEFING REGARDING EMERGENCY OPERATION OF THIS 'FORWARD CABIN POCKET DOOR' (THAT THE FRANGIBLE DOOR CAN BE	 BROKEN THROUGH IF STUCK CLOSED).				2 	4F			RT	A12EA   					 
